T=0	400	0	0	0	0
T=1	395	5	0	0	0
T=2	395	5	0	0	0
T=3	395	5	0	0	0
T=4	395	5	0	0	0
T=5	395	5	0	0	0
T=6	395	5	0	0	0
T=7	395	5	0	0	0
T=8	395	5	0	0	0
T=9	395	5	0	0	0
T=10	395	5	0	0	0
T=11	395	5	0	0	0
T=12	394	5	1	0	0
T=13	394	5	1	0	0
T=14	394	5	1	0	0
T=15	394	5	1	0	0
T=16	394	5	1	0	0
T=17	394	5	1	0	0
T=18	394	5	1	0	0
T=19	394	5	1	0	0
T=20	394	5	1	0	0
T=21	394	5	1	0	0
T=22	393	5	2	0	0
T=23	393	5	2	0	0
T=24	393	5	2	0	0
T=25	393	5	2	0	0
T=26	393	5	2	0	0
T=27	393	5	2	0	0
T=28	393	5	2	0	0
T=29	393	5	2	0	0
T=30	393	5	2	0	0
T=31	393	5	2	0	0
T=32	392	5	3	0	0
T=33	392	5	3	0	0
T=34	392	5	3	0	0
T=35	392	5	3	0	0
T=36	392	5	3	0	0
T=37	392	5	3	0	0
T=38	392	5	3	0	0
T=39	392	5	3	0	0
T=40	392	5	3	0	0
T=41	392	5	3	0	0
T=42	391	5	4	0	0
T=43	391	5	4	0	0
T=44	391	5	4	0	0
T=45	391	5	4	0	0
T=46	391	5	4	0	0
T=47	391	5	4	0	0
T=48	391	5	4	0	0
T=49	391	5	4	0	0
T=50	391	5	4	0	0
T=51	391	5	4	0	0
T=52	390	5	5	0	0
T=53	390	5	5	0	0
T=54	390	5	5	0	0
T=55	390	5	5	0	0
T=56	390	5	5	0	0
T=57	390	5	5	0	0
T=58	390	5	5	0	0
T=59	390	5	5	0	0
T=60	390	5	5	0	0
T=61	390	5	5	0	0
T=62	389	5	6	0	0
T=63	389	5	6	0	0
T=64	389	5	6	0	0
T=65	389	5	6	0	0
T=66	389	5	6	0	0
T=67	389	5	6	0	0
T=68	389	5	6	0	0
T=69	389	5	6	0	0
T=70	389	5	6	0	0
T=71	389	5	6	0	0
T=72	388	5	7	0	0
T=73	388	5	7	0	0
T=74	388	5	7	0	0
T=75	388	5	7	0	0
T=76	388	5	7	0	0
T=77	388	5	7	0	0
T=78	388	5	7	0	0
T=79	388	5	7	0	0
T=80	388	5	7	0	0
T=81	388	5	7	0	0
T=82	387	5	8	0	0
T=83	387	5	8	0	0
T=84	387	5	8	0	0
T=85	387	5	8	0	0
T=86	387	5	8	0	0
T=87	387	5	8	0	0
T=88	387	5	8	0	0
T=89	387	5	8	0	0
